Time (min) ,F11_T5,F12_T6,F13_T7,F21_T1,F22_T2,F23_T13,F31_T18,F32_T19,F33_T20,F34_T17
,8872.5,8802.5,8730,7735,8141.7,8380,,,,
,8875,8790,8730,7738.3,8143.3,8381.7,,,,
,8877.5,8790,8730,7740,8143.3,8383.3,,,,
,8877.5,8790,8730,7740,8146.7,8383.3,,,,
,8877.5,8790,8730,7743.3,8148.3,8385,,,,
,8877.5,8790,8730,7745,8148.3,8386.7,,,,
,8880,8790,8730,7746.7,8151.7,8386.7,,,,
,8880,8790,8735,7748.3,8153.3,8390,,,,
,8880,8790,8735,7750,8155,8390,,,,
,8880,8790,8735,7751.7,8156.7,8391.7,,,,
,8882.5,8790,8735,7753.3,8158.3,8391.7,,,,
,8882.5,8785,8735,7756.7,8161.7,8393.3,,,,
,8885,,8735,7756.7,8163.3,8393.3,,,,
,8885,,8735,7758.3,8165,8396.7,,,,
,8885,,8740,7761.7,8166.7,8398.3,,,,
,8885,,8740,7761.7,8168.3,8398.3,,,,
,8885,,8740,7763.3,8170,8398.3,,,,
,8887.5,,8740,7766.7,8171.7,8401.7,,,,
,8890,,8740,7766.7,8175,8403.3,,,,
,8890,,8740,7770,8175,8403.3,,,,
,8890,,8740,7771.7,8176.7,8405,,,,
,8890,,8740,7771.7,8180,8406.7,,,,
,8890,,8745,7775,8180,8406.7,,,,
,8892.5,,8745,7776.7,8183.3,8408.3,,,,
,8892.5,,8745,7776.7,8185,8410,,,,
,8892.5,,8745,7780,8185,8411.7,,,,
,8892.5,,8745,7780,8190,8411.7,,,,
,8892.5,,8745,7783.3,8190,8411.7,,,,
,8895,,8745,7783.3,8191.7,8413.3,,,,
,8895,,8745,7785,8193.3,8416.7,,,,
,8895,,8750,7788.3,8195,8416.7,,,,
,8895,,8750,7788.3,8196.7,8418.3,,,,
,8895,,8750,7790,8200,8418.3,,,,
,8895,,8750,7793.3,8200,8420,,,,
,8897.5,,8750,7793.3,8201.7,8423.3,,,,
,8897.5,,8750,7796.7,8205,8423.3,,,,
,8897.5,,8750,7796.7,8206.7,8423.3,,,,
,8897.5,,8750,7798.3,8208.3,8425,,,,
,8897.5,,8755,7801.7,8210,8426.7,,,,
,8897.5,,8755,7801.7,8211.7,8426.7,,,,
,8900,,8755,7803.3,8213.3,8428.3,,,,
,8900,,8755,7806.7,8213.3,8430,,,,
,8900,,8755,7806.7,8216.7,8431.7,,,,
,8900,,8755,7810,8216.7,8431.7,,,,
,8900,,8755,7810,8221.7,8431.7,,,,
,8900,,8755,7811.7,8221.7,8433.3,,,,
,8902.5,,8755,7815,8223.3,8436.7,,,,
,8902.5,,8755,7815,8225,8436.7,,,,
,8902.5,,8755,7816.7,8226.7,8436.7,,,,
,8902.5,,8760,7818.3,8228.3,8438.3,,,,
,8902.5,,8760,7820,8230,8440,,,,
,8902.5,,8760,7821.7,8231.7,8440,,,,
,8905,,8760,7823.3,8233.3,8440,,,,
,8905,,8760,7825,8236.7,8443.3,,,,
,8905,,8760,7826.7,8236.7,8445,,,,
,8905,,8760,7828.3,8240,8445,,,,
,8905,,8760,7830,8240,8446.7,,,,
,8905,,8760,7831.7,8241.7,8446.7,,,,
,8905,,8760,7833.3,8243.3,8448.3,,,,
,8907.5,,8760,7833.3,8246.7,8450,,,,
,8907.5,,8760,7836.7,8246.7,8451.7,,,,
,8907.5,,8760,7838.3,8248.3,8451.7,,,,
,8907.5,,8760,7838.3,8250,8451.7,,,,
,8907.5,,8760,7841.7,8251.7,8453.3,,,,
,8907.5,,8760,7843.3,8253.3,8455,,,,
,8907.5,,8760,7843.3,8255,8456.7,,,,
,8910,,8760,7845,8258.3,8456.7,,,,
,8910,,8760,7846.7,8258.3,8460,,,,
,8910,,8760,7848.3,8260,8460,,,,
,8910,,8760,7850,8263.3,8460,,,,
,8910,,8760,7851.7,8263.3,8460,,,,
,8910,,8760,7853.3,8265,8463.3,,,,
,8910,,8760,7855,8268.3,8465,,,,
,8912.5,,8760,7855,8268.3,8465,,,,
,8912.5,,8760,7858.3,8270,8465,,,,
,8912.5,,8760,7860,8273.3,8466.7,,,,
,8912.5,,8760,7860,8273.3,8468.3,,,,
,8912.5,,8760,7861.7,8275,8468.3,,,,
,8912.5,,8760,7865,8276.7,8468.3,,,,
,8912.5,,8760,7865,8278.3,8471.7,,,,
,8915,,8760,7865,8280,8473.3,,,,
,8915,,8760,7870,8281.7,8473.3,,,,
,8915,,8760,7870,8283.3,8475,,,,
,8915,,8760,7871.7,8285,8475,,,,
,8915,,8760,7871.7,8286.7,8475,,,,
,8915,,8760,7875,8288.3,8476.7,,,,
,8915,,8760,7875,8290,8480,,,,
,8917.5,,8760,7876.7,8291.7,8480,,,,
,8917.5,,8760,7880,8293.3,8480,,,,
,8917.5,,8760,7881.7,8295,8480,,,,
,8917.5,,8760,7881.7,8296.7,8483.3,,,,
,8915,,8760,7881.7,8296.7,8483.3,,,,
,,,8760,7886.7,8300,8485,,,,
,,,8760,7886.7,8300,8485,,,,
,,,8760,7886.7,8301.7,8486.7,,,,
,,,8760,7888.3,8305,8488.3,,,,
,,,8760,7891.7,8305,8488.3,,,,
,,,8760,7891.7,8306.7,8488.3,,,,
,,,8760,7891.7,8310,8490,,,,
,,,8760,7896.7,8310,8491.7,,,,
,,,8760,7896.7,8311.7,8493.3,,,,
,,,8760,7898.3,8315,8493.3,,,,
,,,8760,7898.3,8315,8495,,,,
,,,8760,7901.7,8315,8495,,,,
,,,8760,7901.7,8318.3,8496.7,,,,
,,,8760,7903.3,8320,8496.7,,,,
,,,8760,7903.3,8321.7,8498.3,,,,
,,,8760,7906.7,8323.3,8500,,,,
,,,8760,7908.3,8325,8500,,,,
,,,8760,7908.3,8326.7,8501.7,,,,
,,,8760,7910,8328.3,8503.3,,,,
,,,8760,7913.3,8330,8503.3,,,,
,,,8760,7913.3,8331.7,8503.3,,,,
,,,8760,7913.3,8333.3,8503.3,,,,
,,,8760,7918.3,8333.3,8508.3,,,,
,,,8760,7918.3,8336.7,8508.3,,,,
,,,8760,7918.3,8336.7,8508.3,,,,
,,,8755,7921.7,8338.3,8508.3,,,,
,,,,7923.3,8341.7,8510,,,,
,,,,7923.3,8341.7,8511.7,,,,
,,,,7925,8341.7,8511.7,,,,
,,,,7926.7,8345,8511.7,,,,
,,,,7928.3,8346.7,8515,,,,
,,,,7930,8346.7,8515,,,,
,,,,7930,8350,8516.7,,,,
,,,,7931.7,8351.7,8516.7,,,,
,,,,7935,8351.7,8518.3,,,,
,,,,7935,8355,8518.3,,,,
,,,,7935,8355,8518.3,,,,
,,,,7936.7,8356.7,8521.7,,,,
,,,,7940,8356.7,8521.7,,,,
,,,,7940,8360,8523.3,,,,
,,,,7940,8361.7,8523.3,,,,
,,,,7943.3,8361.7,8523.3,,,,
,,,,7945,8363.3,8525,,,,
,,,,7945,8365,8526.7,,,,
,,,,7946.7,8366.7,8526.7,,,,
,,,,7948.3,8368.3,8526.7,,,,
,,,,7950,8370,8528.3,,,,
,,,,7950,8371.7,8530,,,,
,,,,7953.3,8373.3,8531.7,,,,
,,,,7953.3,8373.3,8531.7,,,,
,,,,7956.7,8375,8531.7,,,,
,,,,7956.7,8378.3,8533.3,,,,
,,,,7956.7,8378.3,8533.3,,,,
,,,,7958.3,8380,8535,,,,
,,,,7961.7,8381.7,8535,,,,
,,,,7961.7,8383.3,8536.7,,,,
,,,,7963.3,8383.3,8538.3,,,,
,,,,7965,8386.7,8538.3,,,,
,,,,7966.7,8388.3,8540,,,,
,,,,7966.7,8388.3,8540,,,,
,,,,7970,8391.7,8541.7,,,,
,,,,7970,8391.7,8541.7,,,,
,,,,7971.7,8393.3,8541.7,,,,
,,,,7971.7,8395,8541.7,,,,
,,,,7973.3,8396.7,8545,,,,
,,,,7975,8396.7,8546.7,,,,
,,,,7976.7,8400,8546.7,,,,
,,,,7978.3,8400,8546.7,,,,
,,,,7980,8401.7,8546.7,,,,
,,,,7980,8403.3,8548.3,,,,
,,,,7980,8405,8550,,,,
,,,,7983.3,8405,8550,,,,
,,,,7983.3,8406.7,8550,,,,
,,,,7985,8410,8553.3,,,,
,,,,7986.7,8410,8553.3,,,,
,,,,7988.3,8411.7,8555,,,,
,,,,7988.3,8415,8555,,,,
,,,,7990,8415,8555,,,,
,,,,7991.7,8415,8556.7,,,,
,,,,7993.3,8418.3,8556.7,,,,
,,,,7993.3,8418.3,8556.7,,,,
,,,,7996.7,8420,8558.3,,,,
,,,,7996.7,8420,8558.3,,,,
,,,,7996.7,8423.3,8560,,,,
,,,,7998.3,8423.3,8561.7,,,,
,,,,8001.7,8425,8561.7,,,,
,,,,8001.7,8428.3,8561.7,,,,
,,,,8001.7,8428.3,8563.3,,,,
,,,,8005,8430,8565,,,,
,,,,8006.7,8431.7,8565,,,,
,,,,8006.7,8431.7,8565,,,,
,,,,8006.7,8433.3,8565,,,,
,,,,8008.3,8435,8566.7,,,,
,,,,8011.7,8436.7,8568.3,,,,
,,,,8011.7,8438.3,8568.3,,,,
,,,,8011.7,8438.3,8570,,,,
,,,,8013.3,8441.7,8570,,,,
,,,,8015,8441.7,8571.7,,,,
,,,,8016.7,8443.3,8571.7,,,,
,,,,8018.3,8445,8571.7,,,,
,,,,8018.3,8446.7,8573.3,,,,
,,,,8018.3,8446.7,8575,,,,
,,,,8021.7,8448.3,8575,,,,
,,,,8023.3,8450,8575,,,,
,,,,8023.3,8451.7,8575,,,,
,,,,8023.3,8451.7,8576.7,,,,
,,,,8026.7,8455,8578.3,,,,
,,,,8028.3,8455,8580,,,,
,,,,8028.3,8456.7,8578.3,,,,
,,,,8028.3,8456.7,8578.3,,,,
,,,,8030,8460,8580,,,,
,,,,8033.3,8460,8583.3,,,,
,,,,8033.3,8461.7,8583.3,,,,
,,,,8033.3,8463.3,8583.3,,,,
,,,,8035,8465,8583.3,,,,
,,,,8036.7,8465,8583.3,,,,
,,,,8038.3,8465,8585,,,,
,,,,8040,8468.3,8583.3,,,,
,,,,8040,8470,8585,,,,
,,,,8040,8470,8625,,,,
,,,,8043.3,8471.7,8625,,,,
,,,,8045,8473.3,8627.5,,,,
,,,,8045,8475,8627.5,,,,
,,,,8045,8475,8627.5,,,,
,,,,8046.7,8476.7,8630,,,,
,,,,8048.3,8478.3,8632.5,,,,
,,,,8050,8480,8632.5,,,,
,,,,8050,8481.7,8632.5,,,,
,,,,8050,8481.7,8632.5,,,,
,,,,8053.3,8483.3,8632.5,,,,
,,,,8055,8485,8632.5,,,,
,,,,8055,8486.7,8637.5,,,,
,,,,8056.7,8486.7,8637.5,,,,
,,,,8058.3,8488.3,8637.5,,,,
,,,,8058.3,8488.3,8637.5,,,,
,,,,8060,8491.7,8637.5,,,,
,,,,8061.7,8491.7,8640,,,,
,,,,8061.7,8493.3,8642.5,,,,
,,,,8061.7,8495,8642.5,,,,
,,,,8063.3,8496.7,8642.5,,,,
,,,,8066.7,8496.7,8642.5,,,,
,,,,8066.7,8498.3,8645,,,,
,,,,8066.7,8500,8645,,,,
,,,,8068.3,8501.7,8645,,,,
,,,,8070,8501.7,8645,,,,
,,,,8071.7,8501.7,8647.5,,,,
,,,,8071.7,8505,8650,,,,
,,,,8073.3,8506.7,8650,,,,
,,,,8075,8506.7,8650,,,,
,,,,8075,8508.3,8650,,,,
,,,,8076.7,8510,8650,,,,
,,,,8076.7,8511.7,8652.5,,,,
,,,,8078.3,8511.7,8655,,,,
,,,,8080,8513.3,8655,,,,
,,,,8080,8515,8655,,,,
,,,,8081.7,8516.7,8655,,,,
,,,,8083.3,8518.3,8655,,,,
,,,,8085,8518.3,8657.5,,,,
,,,,8085,8518.3,8657.5,,,,
,,,,8085,8520,8660,,,,
,,,,8086.7,8523.3,8660,,,,
,,,,8088.3,8523.3,8660,,,,
,,,,8090,8523.3,8662.5,,,,
,,,,8090,8525,8662.5,,,,
,,,,8091.7,8528.3,8662.5,,,,
,,,,8091.7,8528.3,8662.5,,,,
,,,,8093.3,8528.3,8665,,,,
,,,,8095,8528.3,8665,,,,
,,,,8096.7,8533.3,8667.5,,,,
,,,,8096.7,8533.3,8667.5,,,,
,,,,8096.7,8533.3,8667.5,,,,
,,,,8096.7,8535,8667.5,,,,
,,,,8100,8535,8667.5,,,,
,,,,8101.7,8538.3,8670,,,,
,,,,8101.7,8538.3,8672.5,,,,
,,,,8101.7,8540,8672.5,,,,
,,,,8103.3,8540,8672.5,,,,
,,,,8105,8543.3,8672.5,,,,
,,,,8106.7,8543.3,8672.5,,,,
,,,,8106.7,8545,8675,,,,
,,,,8108.3,8545,8675,,,,
,,,,8108.3,8545,8677.5,,,,
,,,,8110,8548.3,8677.5,,,,
,,,,8111.7,8550,8677.5,,,,
,,,,8111.7,8550,8677.5,,,,
,,,,8113.3,8550,8680,,,,
,,,,8113.3,8550,8680,,,,
,,,,8113.3,8555,8680,,,,
,,,,8116.7,8555,8680,,,,
,,,,8118.3,8555,8682.5,,,,
,,,,8118.3,8555,8685,,,,
,,,,8118.3,8560,8685,,,,
,,,,8118.3,8560,8685,,,,
,,,,8123.3,8560,8685,,,,
,,,,8123.3,8560,8685,,,,
,,,,8123.3,8561.7,8685,,,,
,,,,8123.3,8565,8687.5,,,,
,,,,8123.3,8565,8687.5,,,,
,,,,8126.7,8566.7,8690,,,,
,,,,8128.3,8566.7,8690,,,,
,,,,8128.3,8568.3,8690,,,,
,,,,8128.3,8570,8692.5,,,,
,,,,8130,8570,8692.5,,,,
,,,,8130,8571.7,8692.5,,,,
,,,,8131.7,8571.7,8692.5,,,,
,,,,8133.3,8573.3,8695,,,,
,,,,8133.3,8575,8695,,,,
,,,,8135,8576.7,8697.5,,,,
,,,,8135,8576.7,8697.5,,,,
,,,,8136.7,8576.7,8697.5,,,,
,,,,8136.7,8578.3,8697.5,,,,
,,,,8140,8581.7,8697.5,,,,
,,,,8140,8581.7,8697.5,,,,
,,,,8140,8581.7,8700,,,,
,,,,8141.7,8581.7,8700,,,,
,,,,8141.7,8586.7,8702.5,,,,
,,,,8145,8586.7,8702.5,,,,
,,,,8145,8586.7,8702.5,,,,
,,,,8145,8586.7,8702.5,,,,
,,,,8145,8590,8702.5,,,,
,,,,8148.3,8590,8705,,,,
,,,,8148.3,8591.7,8705,,,,
,,,,8150,8591.7,8705,,,,
,,,,8150,8593.3,8707.5,,,,
,,,,8151.7,8595,8707.5,,,,
,,,,8151.7,8595,8707.5,,,,
,,,,8153.3,8596.7,8710,,,,
,,,,8153.3,8598.3,8710,,,,
,,,,8155,8598.3,8710,,,,
,,,,8156.7,8600,8710,,,,
,,,,8156.7,8600,8710,,,,
,,,,8158.3,8603.3,8712.5,,,,
,,,,8158.3,8603.3,8712.5,,,,
,,,,8160,8603.3,8715,,,,
,,,,8161.7,8605,8715,,,,
,,,,8161.7,8605,8715,,,,
,,,,8163.3,8608.3,8715,,,,
,,,,8163.3,8608.3,8715,,,,
,,,,8163.3,8608.3,8717.5,,,,
,,,,8165,8610,8717.5,,,,
,,,,8166.7,8611.7,8717.5,,,,
,,,,8166.7,8613.3,8717.5,,,,
,,,,8168.3,8613.3,8717.5,,,,
,,,,8170,8613.3,8720,,,,
,,,,8170,8616.7,8722.5,,,,
,,,,8170,8616.7,8722.5,,,,
,,,,8170,8616.7,8722.5,,,,
,,,,8171.7,8618.3,8722.5,,,,
,,,,8175,8618.3,8722.5,,,,
,,,,8175,8621.7,8722.5,,,,
,,,,8175,8621.7,8725,,,,
,,,,8175,8621.7,8725,,,,
,,,,8175,8623.3,8725,,,,
,,,,8178.3,8625,8727.5,,,,
,,,,8180,8626.7,8727.5,,,,
,,,,8180,8626.7,8727.5,,,,
,,,,8180,8626.7,8727.5,,,,
,,,,8181.7,8630,8730,,,,
,,,,8181.7,8630,8730,,,,
,,,,8183.3,8631.7,8730,,,,
,,,,8185,8631.7,8730,,,,
,,,,8185,8633.3,8730,,,,
,,,,8185,8633.3,8730,,,,
,,,,8186.7,8635,8732.5,,,,
,,,,8186.7,8635,8735,,,,
,,,,8186.7,8636.7,8735,,,,
,,,,8190,8638.3,8735,,,,
,,,,8190,8638.3,8735,,,,
,,,,8191.7,8640,8735,,,,
,,,,8191.7,8640,8735,,,,
,,,,8191.7,8641.7,8735,,,,
,,,,8191.7,8643.3,8737.5,,,,
,,,,8195,8643.3,8737.5,,,,
,,,,8196.7,8643.3,8737.5,,,,
,,,,8196.7,8645,8737.5,,,,
,,,,8196.7,8648.3,8740,,,,
,,,,8196.7,8648.3,8740,,,,
,,,,8196.7,8648.3,8740,,,,
,,,,8198.3,8648.3,8742.5,,,,
,,,,8201.7,8648.3,8742.5,,,,
,,,,8201.7,8651.7,8742.5,,,,
,,,,8201.7,8653.3,8742.5,,,,
,,,,8201.7,8653.3,8742.5,,,,
,,,,8203.3,8653.3,8742.5,,,,
,,,,8205,8655,8745,,,,
,,,,8205,8655,8745,,,,
,,,,8206.7,8658.3,8745,,,,
,,,,8206.7,8658.3,8745,,,,
,,,,8208.3,8658.3,8747.5,,,,
,,,,8208.3,8660,8747.5,,,,
,,,,8208.3,8660,8747.5,,,,
,,,,8208.3,8661.7,8750,,,,
,,,,8210,8663.3,8750,,,,
,,,,8213.3,8663.3,8750,,,,
,,,,8213.3,8665,8750,,,,
,,,,8213.3,8665,8750,,,,
,,,,8213.3,8665,8750,,,,
,,,,8213.3,8666.7,8750,,,,
,,,,8215,8668.3,8752.5,,,,
,,,,8218.3,8670,8752.5,,,,
,,,,8218.3,8670,8752.5,,,,
,,,,8218.3,8670,8752.5,,,,
,,,,8218.3,8671.7,8752.5,,,,
,,,,8220,8673.3,8752.5,,,,
,,,,8221.7,8675,8752.5,,,,
,,,,8221.7,8675,8752.5,,,,
,,,,8221.7,8675,8755,,,,
,,,,8223.3,8675,8755,,,,
,,,,8223.3,8678.3,8755,,,,
,,,,8225,8678.3,8755,,,,
,,,,8225,8680,8755,,,,
,,,,8226.7,8680,8755,,,,
,,,,8226.7,8680,8755,,,,
,,,,8226.7,8681.7,8757.5,,,,
,,,,8228.3,8683.3,8757.5,,,,
,,,,8230,8683.3,8757.5,,,,
,,,,8230,8685,8757.5,,,,
,,,,8230,8685,8757.5,,,,
,,,,8231.7,8686.7,8757.5,,,,
,,,,8231.7,8686.7,8757.5,,,,
,,,,8233.3,8688.3,8760,,,,
,,,,8235,8688.3,8760,,,,
,,,,8235,8690,8760,,,,
,,,,8235,8691.7,8760,,,,
,,,,8235,8691.7,8760,,,,
,,,,8236.7,8693.3,8760,,,,
,,,,8238.3,8693.3,8760,,,,
,,,,8238.3,8693.3,8760,,,,
,,,,8240,8696.7,8760,,,,
,,,,8240,8696.7,8762.5,,,,
,,,,8240,8696.7,8762.5,,,,
,,,,8241.7,8698.3,8762.5,,,,
,,,,8243.3,8700,8762.5,,,,
,,,,8243.3,8700,8760,,,,
,,,,8243.3,8700,8815,,,,
,,,,8243.3,8701.7,8815,,,,
,,,,8243.3,8701.7,8815,,,,
,,,,8246.7,8705,8820,,,,
,,,,8246.7,8705,8820,,,,
,,,,8248.3,8705,8820,,,,
,,,,8248.3,8705,8820,,,,
,,,,8248.3,8706.7,8820,,,,
,,,,8250,8706.7,8820,,,,
,,,,8250,8710,8820,,,,
,,,,8251.7,8710,8825,,,,
,,,,8251.7,8710,8825,,,,
,,,,8251.7,8710,8825,,,,
,,,,8253.3,8710,8825,,,,
,,,,8253.3,8713.3,8825,,,,
,,,,8255,8715,8825,,,,
,,,,8255,8715,8825,,,,
,,,,8255,8715,8825,,,,
,,,,8256.7,8715,8825,,,,
,,,,8256.7,8716.7,8830,,,,
,,,,8260,8716.7,8830,,,,
,,,,8260,8718.3,8830,,,,
,,,,8260,8720,8830,,,,
,,,,8260,8720,8830,,,,
,,,,8260,8720,8830,,,,
,,,,8260,8721.7,8830,,,,
,,,,8263.3,8721.7,8830,,,,
,,,,8263.3,8721.7,8830,,,,
,,,,8265,8725,8835,,,,
,,,,8265,8725,8835,,,,
,,,,8265,8726.7,8835,,,,
,,,,8265,8726.7,8835,,,,
,,,,8266.7,8726.7,8835,,,,
,,,,8266.7,8726.7,8835,,,,
,,,,8266.7,8728.3,8835,,,,
,,,,8268.3,8730,8840,,,,
,,,,8270,8731.7,8840,,,,
,,,,8270,8731.7,8840,,,,
,,,,8270,8731.7,8840,,,,
,,,,8271.7,8731.7,8840,,,,
,,,,8271.7,8733.3,8840,,,,
,,,,8271.7,8736.7,8840,,,,
,,,,8271.7,8736.7,8840,,,,
,,,,8273.3,8736.7,8840,,,,
,,,,8276.7,8736.7,8840,,,,
,,,,8276.7,8736.7,8845,,,,
,,,,8276.7,8736.7,8845,,,,
,,,,8276.7,8740,8845,,,,
,,,,8276.7,8740,8845,,,,
,,,,8276.7,8741.7,8845,,,,
,,,,8278.3,8741.7,8845,,,,
,,,,8278.3,8741.7,8845,,,,
,,,,8281.7,8743.3,8845,,,,
,,,,8281.7,8745,8845,,,,
,,,,8281.7,8745,8845,,,,
,,,,8281.7,8746.7,8850,,,,
,,,,8281.7,8746.7,8850,,,,
,,,,8283.3,8746.7,8850,,,,
,,,,8283.3,8748.3,8850,,,,
,,,,8283.3,8748.3,8850,,,,
,,,,8285,8750,8850,,,,
,,,,8286.7,8750,8850,,,,
,,,,8286.7,8750,8850,,,,
,,,,8288.3,8751.7,8855,,,,
,,,,8288.3,8753.3,8855,,,,
,,,,8288.3,8753.3,8855,,,,
,,,,8288.3,8753.3,8855,,,,
,,,,8288.3,8755,8855,,,,
,,,,8290,8755,8855,,,,
,,,,8290,8755,8855,,,,
,,,,8293.3,8758.3,8855,,,,
,,,,8293.3,8758.3,8855,,,,
,,,,8293.3,8758.3,8855,,,,
,,,,8293.3,8758.3,8860,,,,
,,,,8293.3,8760,8860,,,,
,,,,8293.3,8761.7,8860,,,,
,,,,8295,8761.7,8860,,,,
,,,,8296.7,8761.7,8860,,,,
,,,,8296.7,8763.3,8860,,,,
,,,,8298.3,8763.3,8860,,,,
,,,,8298.3,8763.3,8860,,,,
,,,,8298.3,8766.7,8860,,,,
,,,,8298.3,8766.7,8860,,,,
,,,,8300,8766.7,8865,,,,
,,,,8300,8766.7,8865,,,,
,,,,8300,8766.7,8865,,,,
,,,,8301.7,8768.3,8865,,,,
,,,,8301.7,8770,8865,,,,
,,,,8301.7,8771.7,8865,,,,
,,,,8303.3,8771.7,8865,,,,
,,,,8305,8771.7,8865,,,,
,,,,8305,8771.7,8865,,,,
,,,,8305,8771.7,8865,,,,
,,,,8305,8773.3,8865,,,,
,,,,8305,8775,8870,,,,
,,,,8308.3,8776.7,8870,,,,
,,,,8308.3,8776.7,8870,,,,
,,,,8308.3,8776.7,8870,,,,
,,,,8308.3,8776.7,8870,,,,
,,,,8310,8776.7,8870,,,,
,,,,8310,8778.3,8870,,,,
,,,,8310,8778.3,8870,,,,
,,,,8310,8781.7,8870,,,,
,,,,8311.7,8781.7,8870,,,,
,,,,8313.3,8781.7,8870,,,,
,,,,8313.3,8781.7,8875,,,,
,,,,8313.3,8783.3,8875,,,,
,,,,8313.3,8783.3,8875,,,,
,,,,8313.3,8783.3,8875,,,,
,,,,8313.3,8785,8875,,,,
,,,,8316.7,8786.7,8875,,,,
,,,,8316.7,8786.7,8875,,,,
,,,,8316.7,8786.7,8875,,,,
,,,,8316.7,8788.3,8875,,,,
,,,,8318.3,8788.3,8875,,,,
,,,,8318.3,8788.3,8875,,,,
,,,,8318.3,8788.3,8875,,,,
,,,,8320,8790,8880,,,,
,,,,8320,8791.7,8880,,,,
,,,,8320,8793.3,8880,,,,
,,,,8320,8793.3,8880,,,,
,,,,8320,8793.3,8880,,,,
,,,,8321.7,8793.3,8880,,,,
,,,,8323.3,8793.3,8880,,,,
,,,,8325,8795,8880,,,,
,,,,8325,8795,8880,,,,
,,,,8325,8796.7,8880,,,,
,,,,8325,8798.3,8880,,,,
,,,,8325,8798.3,8885,,,,
,,,,8325,8798.3,8885,,,,
,,,,8325,8798.3,8885,,,,
,,,,8326.7,8798.3,8885,,,,
,,,,8326.7,8801.7,8885,,,,
,,,,8328.3,8801.7,8885,,,,
,,,,8330,8801.7,8885,,,,
,,,,8330,8801.7,8885,,,,
,,,,8330,8803.3,8885,,,,
,,,,8330,8803.3,8885,,,,
,,,,8330,8803.3,8885,,,,
,,,,8331.7,8803.3,8885,,,,
,,,,8331.7,8806.7,8885,,,,
,,,,8331.7,8806.7,8885,,,,
,,,,8331.7,8806.7,8885,,,,
,,,,8331.7,8806.7,8885,,,,
,,,,8335,8806.7,8890,,,,
,,,,8335,8808.3,8890,,,,
,,,,8335,8810,8890,,,,
,,,,8336.7,8810,8890,,,,
,,,,8336.7,8811.7,8890,,,,
,,,,8336.7,8811.7,8890,,,,
,,,,8336.7,8811.7,8890,,,,
,,,,8336.7,8811.7,8890,,,,
,,,,8336.7,8811.7,8890,,,,
,,,,8336.7,8811.7,8890,,,,
,,,,8338.3,8813.3,8890,,,,
,,,,8340,8815,8890,,,,
,,,,8340,8816.7,8890,,,,
,,,,8341.7,8816.7,8890,,,,
,,,,8341.7,8816.7,8890,,,,
,,,,8341.7,8816.7,8890,,,,
,,,,8341.7,8816.7,8890,,,,
,,,,8341.7,8818.3,8890,,,,
,,,,8341.7,8818.3,8890,,,,
,,,,8343.3,8820,8890,,,,
,,,,8343.3,8820,8890,,,,
,,,,8343.3,8821.7,8890,,,,
,,,,8345,8821.7,8890,,,,
,,,,8345,8821.7,8890,,,,
,,,,8345,8821.7,8890,,,,
,,,,8345,8823.3,8885,,,,
,,,,8348.3,8823.3,8885,,,,
,,,,8348.3,8823.3,8885,,,,
,,,,8348.3,8825,,,,,
,,,,8348.3,8826.7,,,,,
,,,,8348.3,8826.7,,,,,
,,,,8348.3,8826.7,,,,,
,,,,8348.3,8828.3,,,,,
,,,,8350,8828.3,,,,,
,,,,8350,8828.3,,,,,
,,,,8351.7,8828.3,,,,,
,,,,8351.7,8830,,,,,
,,,,8351.7,8830,,,,,
,,,,8351.7,8830,,,,,
,,,,8351.7,8830,,,,,
,,,,8353.3,8833.3,,,,,
,,,,8353.3,8833.3,,,,,
,,,,8353.3,8833.3,,,,,
,,,,8355,8833.3,,,,,
,,,,8355,8833.3,,,,,
,,,,8356.7,8833.3,,,,,
,,,,8356.7,8835,,,,,
,,,,8356.7,8835,,,,,
,,,,8356.7,8836.7,,,,,
,,,,8356.7,8836.7,,,,,
,,,,8356.7,8838.3,,,,,
,,,,8356.7,8838.3,,,,,
,,,,8358.3,8838.3,,,,,
,,,,8360,8838.3,,,,,
,,,,8360,8838.3,,,,,
,,,,8360,8840,,,,,
,,,,8360,8841.7,,,,,
,,,,8361.7,8841.7,,,,,
,,,,8361.7,8841.7,,,,,
,,,,8361.7,8841.7,,,,,
,,,,8361.7,8841.7,,,,,
,,,,8363.3,8843.3,,,,,
,,,,8363.3,8843.3,,,,,
,,,,8363.3,8845,,,,,
,,,,8363.3,8846.7,,,,,
,,,,8363.3,8846.7,,,,,
,,,,8363.3,8846.7,,,,,
,,,,8363.3,8846.7,,,,,
,,,,8365,8846.7,,,,,
,,,,8365,8846.7,,,,,
,,,,8368.3,8846.7,,,,,
,,,,8368.3,8846.7,,,,,
,,,,8368.3,8846.7,,,,,
,,,,8368.3,8851.7,,,,,
,,,,8368.3,8851.7,,,,,
,,,,8368.3,8851.7,,,,,
,,,,8368.3,8851.7,,,,,
,,,,8368.3,8851.7,,,,,
,,,,8368.3,8851.7,,,,,
,,,,8370,8851.7,,,,,
,,,,8370,8851.7,,,,,
,,,,8370,8851.7,,,,,
,,,,8370,8855,,,,,
,,,,8371.7,8855,,,,,
,,,,8371.7,8856.7,,,,,
,,,,8371.7,8856.7,,,,,
,,,,8371.7,8856.7,,,,,
,,,,8373.3,8856.7,,,,,
,,,,8375,8856.7,,,,,
